timestamp_us,ax,ay,az,qw,qx,qy,qz,vx,vy,px,py
1777067887.3405547,-0.01,0.0,-0.04,0.0,-0.01,0.0,-0.04,-0.016288831233978274,-0.007857735157012942,-0.03869257066066553,-0.030615274504990565
1777067887.353551,0.03,0.04,0.04,0.0,0.03,0.04,0.04,-0.01589894533157349,-0.007337887287139895,-0.03889919648226169,-0.03071063913188027
1777067887.3677669,-0.01,0.04,-0.0,0.0,-0.01,0.04,-0.0,-0.016041104793548585,-0.006769249439239504,-0.0391272359649554,-0.03080687041770602
1777067887.3809297,-0.01,0.0,0.04,0.0,-0.01,0.0,0.04,-0.016172733306884766,-0.006769249439239504,-0.039340115249132175,-0.030895973041714906
1777067887.394596,0.03,0.04,-0.12,0.0,0.03,0.04,-0.12,-0.015762741565704345,-0.006222593784332277,-0.03955553504447551,-0.0309810134437248
1777067887.407653,0.03,0.04,-0.0,0.0,0.03,0.04,-0.0,-0.015371031761169433,-0.005700314044952395,-0.03975623450603109,-0.031055442407069332
1777067887.4208815,0.03,0.0,-0.0,0.0,0.03,0.0,-0.0,-0.014974179267883301,-0.005700314044952395,-0.03995431918527686,-0.03113084853511111
1777067887.4651282,-0.05,-0.05,0.04,0.0,-0.05,-0.05,0.04,-0.01718651294708252,-0.007912647724151614,-0.04071476521369334,-0.0314809568761467
1777067887.512927,-0.05,0.03,-0.04,0.0,-0.05,0.03,-0.04,-0.01957645654678345,-0.006478681564331058,-0.04165049775426951,-0.03179063054693017
1777067887.7400002,-0.01,-0.05,0.04,0.0,-0.01,-0.05,0.04,-0.021847188472747806,-0.017832341194152834,-0.0466114085900324,-0.035839877193355386
1777067888.0077858,-0.01,0.03,0.0,0.0,-0.01,0.03,0.0,-0.02452504396438599,-0.009798774719238283,-0.05317886095630229,-0.03846384746267915
1777067888.3418767,-0.01,-0.05,0.0,0.0,-0.01,-0.05,0.0,-0.027865953445434577,-0.026503322124481202,-0.06248862376273337,-0.047318367479175547
1777067888.3998375,-0.01,-0.09,0.08,0.0,-0.01,-0.09,0.08,-0.02844556093215943,-0.03171978950500488,-0.06413734977077012,-0.04915687022661927
1777067888.748567,-0.05,-0.05,0.0,0.0,-0.05,-0.05,0.0,-0.045882041454315195,-0.04915627002716065,-0.08013777621346832,-0.06629911712402758
1777067889.1228876,-0.01,-0.05,0.0,0.0,-0.01,-0.05,0.0,-0.049625246524810804,-0.06787229537963868,-0.09871352365509495,-0.09170510914515148
1777067889.441444,-0.01,0.07,-0.04,0.0,-0.01,0.07,-0.04,-0.05281080961227418,-0.045573353767395026,-0.11553674022708663,-0.10622278849848385
1777067889.723402,-0.01,-0.09,0.04,0.0,-0.01,-0.09,0.04,-0.0556303906440735,-0.07094958305358887,-0.1312221796522482,-0.1262275983576808
1777067890.0306675,-0.01,-0.08,0.07,0.0,-0.01,-0.08,0.07,-0.05870304584503175,-0.09553082466125488,-0.14925960156503093,-0.15558092688240435
1777067890.2875369,-0.01,0.07,-0.04,0.0,-0.01,0.07,-0.04,-0.06127173900604249,-0.0775499725341797,-0.16499843125983657,-0.17550113529091618
1777067890.5401378,0.03,0.0,-0.04,0.0,0.03,0.0,-0.04,-0.053693711757659926,-0.0775499725341797,-0.17856151161871478,-0.19509032879009397
1777067890.781951,-0.01,0.04,0.04,0.0,-0.01,0.04,0.04,-0.05611184358596803,-0.06787744522094727,-0.1921300951107423,-0.2115039898613952
1777067891.028581,-0.05,-0.04,-0.0,0.0,-0.05,-0.04,-0.0,-0.068443341255188,-0.07774264335632325,-0.20901027317398185,-0.2306776543683452
1777067891.0924895,-0.01,-0.04,0.04,0.0,-0.01,-0.04,0.04,-0.06908242702484133,-0.08029898643493653,-0.21342523277845085,-0.2358094483231605
1777067891.156047,0.03,0.07,-0.04,0.0,0.03,0.07,-0.04,-0.06717569828033448,-0.07584995269775392,-0.21769476060656526,-0.24063029115910353
1777067891.4181926,0.03,-0.04,-0.04,0.0,0.03,-0.04,-0.04,-0.05931133270263673,-0.0863357734680176,-0.23324296071569844,-0.2632628273252965
1777067891.8253353,0.03,0.04,0.04,0.0,0.03,0.04,0.04,-0.04709705352783204,-0.07005006790161135,-0.2524181793856871,-0.2917831968441067
1777067892.1758697,-0.01,-0.08,0.04,0.0,-0.01,-0.08,0.04,-0.050602397918701185,-0.09809282302856448,-0.2701560625565719,-0.32616810954287645
1777067892.4601245,-0.01,0.0,-0.04,0.0,-0.01,0.0,-0.04,-0.05344494581222536,-0.09809282302856448,-0.2853480443703773,-0.35405146428984496
1777067892.7587435,0.03,0.07,-0.04,0.0,0.03,0.07,-0.04,-0.04448637485504152,-0.07718949079513553,-0.2986325225626029,-0.37710171530441533
1777067892.9600592,-0.09,-0.07,-0.04,0.0,-0.09,-0.07,-0.04,-0.06260478258132936,-0.09128158569335941,-0.311235844522871,-0.39547812627657497
1777067893.1381288,-0.01,-0.03,-0.04,0.0,-0.01,-0.03,-0.04,-0.06438547849655153,-0.09662367343902592,-0.32270094037871444,-0.41268386433723836
1777067893.2470698,-0.05,0.01,0.04,0.0,-0.05,0.01,0.04,-0.0698325324058533,-0.09553426265716557,-0.3303085717514693,-0.42309146991481783
1777067893.5777442,-0.0,0.04,-0.0,0.0,-0.0,0.04,-0.0,-0.0698325324058533,-0.08230728626251224,-0.3534004031942464,-0.45030838322737343
1777067893.9394028,-0.0,0.01,0.04,0.0,-0.0,0.01,0.04,-0.0698325324058533,-0.0786907005310059,-0.37865593722364277,-0.4787675497016409
1777067894.243863,-0.0,-0.07,0.04,0.0,-0.0,-0.07,0.04,-0.0698325324058533,-0.10000292062759403,-0.399917170088438,-0.5092144676261683
1777067894.367951,-0.0,0.01,-0.04,0.0,-0.0,0.01,-0.04,-0.0698325324058533,-0.09876204252243045,-0.40858253613749296,-0.5214696332449
1777067894.480203,-0.04,0.01,0.07,0.0,-0.04,0.01,0.07,-0.07432261228561404,-0.09763952255249027,-0.4169253977883653,-0.5324298646369596
1777067894.6602995,-0.0,0.01,-0.04,0.0,-0.0,0.01,-0.04,-0.07432261228561404,-0.09583855628967289,-0.4303106495174501,-0.5496900652924421
1777067894.9579458,-0.0,0.01,0.04,0.0,-0.0,0.01,0.04,-0.07432261228561404,-0.09286209344863895,-0.4524324988891203,-0.5773301223414916
1777067895.2397022,-0.04,0.04,-0.0,0.0,-0.04,0.04,-0.0,-0.08559286832809451,-0.08159183740615848,-0.4765488374258188,-0.6003191448050876
1777067895.5502253,-0.04,-0.11,0.04,0.0,-0.04,-0.11,0.04,-0.0980137896537781,-0.11574937105178837,-0.5069843766788608,-0.6362619905883782
1777067896.054226,-0.0,0.01,0.04,0.0,-0.0,0.01,0.04,-0.0980137896537781,-0.11070936441421513,-0.5563833917217357,-0.692059583737294
1777067896.4259684,-0.0,0.04,-0.12,0.0,-0.0,0.04,-0.12,-0.0980137896537781,-0.09583966493606572,-0.5928192816433915,-0.7276872591294398
1777067896.8618,-0.04,-0.03,0.04,0.0,-0.04,-0.03,0.04,-0.115447051525116,-0.10891461133956913,-0.6431347486811712,-0.7751556826568822
1777067896.862114,-0.0,0.04,0.04,0.0,-0.0,0.04,0.04,-0.115447051525116,-0.10890205144882206,-0.6431709987400268,-0.7751898776035904
1777067896.862357,-0.0,-0.07,-0.0,0.0,-0.0,-0.07,-0.0,-0.115447051525116,-0.10891905784606938,-0.6431990464317306,-0.7752163393288123
1777067896.8625665,0.04,0.04,0.04,0.0,0.04,0.04,0.04,-0.1154386687278748,-0.10891067504882818,-0.6432232389055742,-0.7752391637314707
1777067896.862783,-0.0,0.01,0.04,0.0,-0.0,0.01,0.04,-0.1154386687278748,-0.10890851020812993,-0.6432482295383956,-0.775262740688999
1777067896.8630085,-0.04,-0.07,0.04,0.0,-0.04,-0.07,0.04,-0.115447690486908,-0.10892429828643803,-0.6432742680695084,-0.775287307908299
1777067896.863311,0.04,0.01,-0.0,0.0,0.04,0.01,-0.0,-0.11543558835983281,-0.10892127275466923,-0.6433091934734917,-0.7753202623854007
1777067896.8635275,-0.0,0.01,0.04,0.0,-0.0,0.01,0.04,-0.11543558835983281,-0.10891910791397098,-0.6433341834394624,-0.7753438416371636
1777067896.8637376,-0.0,0.04,0.04,0.0,-0.0,0.04,0.04,-0.11543558835983281,-0.10891070604324345,-0.6433584303117312,-0.7753667179789892
1777067896.8639567,-0.04,-0.03,0.04,0.0,-0.04,-0.03,0.04,-0.11544435262680058,-0.10891727924346928,-0.6433837249398898,-0.7753905824818065
1777067896.8641748,-0.0,0.08,-0.04,0.0,-0.0,0.08,-0.04,-0.11544435262680058,-0.10889982700347904,-0.6434089094717343,-0.7754143393057534
1777067896.864408,-0.0,0.04,-0.0,0.0,-0.0,0.04,-0.0,-0.11544435262680058,-0.10889050006866459,-0.6434358280205256,-0.7754397296706548
1777067896.86462,-0.0,0.01,0.04,0.0,-0.0,0.01,0.04,-0.11544435262680058,-0.10888838052749637,-0.6434602969263286,-0.7754628090111816
1777067896.864838,0.04,-0.03,-0.01,0.0,0.04,-0.03,-0.01,-0.11543563604354863,-0.10889491796493533,-0.6434854520346239,-0.7754865388016355
1777067896.865056,-0.0,0.01,-0.01,0.0,-0.0,0.01,-0.01,-0.11543563604354863,-0.10889273643493655,-0.6435106346649196,-0.7755102940787537
1777067896.8652756,-0.0,0.04,-0.08,0.0,-0.0,0.04,-0.08,-0.11543563604354863,-0.10888395309448244,-0.6435359824272173,-0.7755342031995042
1777067896.8655083,-0.04,-0.07,0.07,0.0,-0.04,-0.07,0.07,-0.11544494390487675,-0.10890024185180666,-0.6435628460654398,-0.7755595439082481
1777067896.8657298,-0.0,-0.07,0.04,0.0,-0.0,-0.07,0.04,-0.11544494390487675,-0.10891574621200564,-0.6435884160653462,-0.7755836677505425
1777067896.8659656,-0.0,0.01,-0.08,0.0,-0.0,0.01,-0.08,-0.11544494390487675,-0.10891338825225833,-0.6436156375184221,-0.7756093490890867
1777067896.8661811,-0.04,0.04,0.07,0.0,-0.04,0.04,0.07,-0.11545356512069706,-0.10890476703643802,-0.6436405212709754,-0.7756328213765988
1777067896.866401,-0.0,0.04,-0.04,0.0,-0.0,0.04,-0.04,-0.11545356512069706,-0.10889597415924075,-0.6436659004964776,-0.7756567590998003
1777067896.8666213,-0.04,-0.07,0.04,0.0,-0.04,-0.07,0.04,-0.11546237707138066,-0.10891139507293704,-0.6436913367157917,-0.7756807521458569
1777067896.8668396,-0.0,0.04,-0.0,0.0,-0.0,0.04,-0.0,-0.11546237707138066,-0.10890265941619875,-0.6437165527080988,-0.7757045355521205
1777067896.8670528,0.04,0.04,-0.04,0.0,0.04,0.04,-0.04,-0.11545385122299198,-0.10889413356781008,-0.6437411612588841,-0.7757277459239509
1777067896.867273,-0.0,0.01,-0.0,0.0,-0.0,0.01,-0.0,-0.11545385122299198,-0.10889193058013918,-0.6437665955999643,-0.7757517346820038
1777067896.8674908,-0.0,0.01,-0.0,0.0,-0.0,0.01,-0.0,-0.11545385122299198,-0.10888975381851199,-0.6437917271512698,-0.7757754373857745
1777067896.8677075,-0.0,0.08,-0.0,0.0,-0.0,0.08,-0.0,-0.11545385122299198,-0.10887241601943973,-0.6438167485972025,-0.7757990324866927
1777067896.868003,0.04,0.04,-0.0,0.0,0.04,0.04,-0.0,-0.11544203519821171,-0.10886059999465945,-0.6438508502459172,-0.775831189975371
1777067896.86825,0.04,-0.04,-0.0,0.0,0.04,-0.04,-0.0,-0.11543215513229374,-0.10887048006057742,-0.6438793621784612,-0.775858081163359
1777067896.868476,-0.0,0.0,-0.08,0.0,-0.0,0.0,-0.08,-0.11543215513229374,-0.10887048006057742,-0.6439054522480092,-0.7758826881577727
1777067896.8687072,-0.0,-0.04,-0.04,0.0,-0.0,-0.04,-0.04,-0.11543215513229374,-0.10887973070144656,-0.6439321477833062,-0.775907868339939
1777067896.8689277,-0.0,0.07,-0.04,0.0,-0.0,0.07,-0.04,-0.11543215513229374,-0.10886429309844974,-0.6439576048659348,-0.7759318769647587
1777067896.8691468,-0.04,-0.08,0.04,0.0,-0.04,-0.08,0.04,-0.11544091939926152,-0.10888182163238529,-0.6439828987418503,-0.7759557336985768
1777067896.8693771,-0.0,-0.04,-0.0,0.0,-0.0,-0.04,-0.0,-0.11544091939926152,-0.10889103412628177,-0.6440094862109846,-0.7759808126482586
1777067896.8695855,0.04,0.11,-0.08,0.0,0.04,0.11,-0.08,-0.11543258428573612,-0.10886811256408695,-0.6440335398033484,-0.7760034983501964
1777067896.869805,-0.04,-0.12,0.04,0.0,-0.04,-0.12,0.04,-0.11544136762619023,-0.10889446258544926,-0.6440588888242071,-0.7760274097786578
1777067896.870036,-0.0,0.04,-0.08,0.0,-0.0,0.04,-0.08,-0.11544136762619023,-0.10888523101806645,-0.6440855314433073,-0.7760525393123362
1777067896.870268,0.04,-0.04,-0.0,0.0,0.04,-0.04,-0.0,-0.11543207883834843,-0.10889451980590825,-0.6441123370455689,-0.7760778267646264
1777067896.8704822,0.04,0.04,-0.0,0.0,0.04,0.04,-0.0,-0.1154235148429871,-0.10888595581054693,-0.6441370492067116,-0.7761011392351383
1777067896.870714,-0.0,-0.04,-0.0,0.0,-0.0,-0.04,-0.0,-0.1154235148429871,-0.1088952255249024,-0.644163797782024,-0.7761263749260207
1777067896.8709328,-0.04,-0.08,0.0,0.0,-0.04,-0.08,0.0,-0.1154322695732117,-0.10891273498535162,-0.6441890622415072,-0.7761502124663412
1777067896.8711426,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.1154322695732117,-0.10891273498535162,-0.644213280895478,-0.7761730632675199
1777067896.8713615,-0.0,0.0,-0.04,0.0,-0.0,0.0,-0.04,-0.1154322695732117,-0.10891273498535162,-0.6442385453549612,-0.7761969008078404
1777067896.8715715,-0.04,0.0,0.04,0.0,-0.04,0.0,0.04,-0.11544067144393924,-0.10891273498535162,-0.6442627932949154,-0.7762197775758387
1777067896.87179,-0.0,0.0,-0.04,0.0,-0.0,0.0,-0.04,-0.11544067144393924,-0.10891273498535162,-0.6442880045468997,-0.7762435631825202
1777067896.872001,-0.0,0.04,0.04,0.0,-0.0,0.04,0.04,-0.11544067144393924,-0.10890429496765142,-0.6443123625796574,-0.776266542036949
1777067896.8722205,-0.0,-0.12,0.04,0.0,-0.0,-0.12,0.04,-0.11544067144393924,-0.10893064498901373,-0.644337711447646,-0.7762904614104695
1777067896.872438,-0.0,0.0,-0.04,0.0,-0.0,0.0,-0.04,-0.11544067144393924,-0.10893064498901373,-0.6443628126068268,-0.7763141470441838
1777067896.872649,0.04,0.04,-0.07,0.0,0.04,0.04,-0.07,-0.11543223142623904,-0.10892220497131352,-0.644387168858737,-0.7763371296776314
1777067896.872868,-0.0,-0.07,0.04,0.0,-0.0,-0.07,0.04,-0.11543223142623904,-0.10893754243850713,-0.6444124608310596,-0.77636099862025
1777067896.8730817,-0.01,0.01,0.0,0.0,-0.01,0.01,0.0,-0.1154343676567078,-0.10893540620803838,-0.6444371202723925,-0.7763842697336367
1777067896.8733082,-0.01,-0.07,0.0,0.0,-0.01,-0.07,0.0,-0.11543663263320926,-0.10895126104354863,-0.6444632663984248,-0.7764089469382436
1777067896.873517,-0.01,0.04,0.04,0.0,-0.01,0.04,0.04,-0.11543872117996219,-0.10894290685653692,-0.644487376315053,-0.7764317001736806
1777067896.873726,-0.01,0.01,0.0,0.0,-0.01,0.01,0.0,-0.11544080972671512,-0.10894081830978398,-0.644511486667884,-0.7764544529729148
1777067896.8739498,-0.05,-0.03,0.0,0.0,-0.05,-0.03,0.0,-0.11545200347900395,-0.10894753456115727,-0.6445373334904478,-0.7764788436072019
1777067896.8741574,-0.01,0.01,0.0,0.0,-0.01,0.01,0.0,-0.11545408010482792,-0.10894545793533329,-0.6445613089828708,-0.7765014675023372
1777067896.87435,0.03,0.01,0.04,0.0,0.03,0.01,0.04,-0.1154483008384705,-0.10894353151321415,-0.644583549198906,-0.7765224546252216
1777067896.8770864,-0.01,0.01,0.04,0.0,-0.01,0.01,0.04,-0.115475664138794,-0.10891616821289066,-0.6448995287266944,-0.7768204852073108
1777067896.878981,-0.01,0.01,-0.04,0.0,-0.01,0.01,-0.04,-0.11549461126327519,-0.10889722108840946,-0.6451183578043458,-0.7770268141276727
1777067896.8792212,-0.01,0.01,0.11,0.0,-0.01,0.01,0.11,-0.11549701213836674,-0.10889482021331791,-0.645146087194305,-0.7770529584138176
1777067896.879449,-0.05,-0.07,0.07,0.0,-0.05,-0.07,0.07,-0.11550839662551884,-0.10891075849533084,-0.6451723872714519,-0.7770777562764339
1777067896.8796625,0.03,0.01,-0.0,0.0,0.03,0.01,-0.0,-0.1155019879341126,-0.10890862226486209,-0.6451970611580344,-0.7771010216681531
1777067896.8798914,-0.01,-0.03,-0.0,0.0,-0.01,-0.03,-0.0,-0.11550427675247196,-0.10891548871994021,-0.6452234979889562,-0.7771259504451733
1777067896.880103,-0.01,0.04,0.04,0.0,-0.01,0.04,0.04,-0.11550639390945439,-0.10890702009201052,-0.6452479525057941,-0.7771490077709755
1777067896.880324,-0.05,-0.03,0.04,0.0,-0.05,-0.03,0.04,-0.11551743268966679,-0.10891364336013797,-0.6452734559367974,-0.7771730532463992
1777067896.880543,-0.05,-0.07,0.07,0.0,-0.05,-0.07,0.07,-0.1155283880233765,-0.10892898082733157,-0.6452987689776722,-0.7771969203131116
1777067896.880762,-0.01,0.01,-0.05,0.0,-0.01,0.01,-0.05,-0.11553057909011845,-0.10892678976058963,-0.6453240824986244,-0.7772207868997467
1777067896.88099,-0.01,-0.03,-0.01,0.0,-0.01,-0.03,-0.01,-0.11553285837173466,-0.10893362760543826,-0.6453504156906399,-0.7772456159412255
1777067896.8812091,-0.01,0.04,-0.01,0.0,-0.01,0.04,-0.01,-0.1155350494384766,-0.10892486333847048,-0.6453757301910752,-0.7772694821057687
1777067896.8814285,-0.04,0.01,-0.05,0.0,-0.04,0.01,-0.05,-0.11554382324218754,-0.10892266988754275,-0.6454010741617037,-0.7772933737589004
1777067896.8816466,-0.04,0.04,-0.09,0.0,-0.04,0.04,-0.09,-0.11555254936218265,-0.10891394376754764,-0.6454262822969906,-0.7773171336624618
1777067896.8818548,0.04,0.04,-0.01,0.0,0.04,0.04,-0.01,-0.11554422378540043,-0.10890561819076541,-0.6454503316046624,-0.7773398012146184
1777067896.8820808,0.04,0.01,-0.01,0.0,0.04,0.01,-0.01,-0.1155351829528809,-0.10890335798263553,-0.6454764449606422,-0.7773644156401268
1777067896.8823004,-0.04,0.01,-0.01,0.0,-0.04,0.01,-0.01,-0.11554396629333501,-0.108901162147522,-0.6455018165104764,-0.7773883285397015
1777067896.8825183,-0.04,-0.03,0.03,0.0,-0.04,-0.03,0.03,-0.11555268287658696,-0.10890769958496097,-0.6455269971249834,-0.7774120611154568
1777067896.882779,-0.0,0.01,-0.05,0.0,-0.0,0.01,-0.05,-0.11555268287658696,-0.10890509366989139,-0.6455571091727472,-0.7774404408579316
1777067896.882998,-0.0,0.04,-0.09,0.0,-0.0,0.04,-0.09,-0.11555268287658696,-0.10889632940292361,-0.6455824275367865,-0.7774643007704991
1777067896.8832252,-0.0,-0.03,-0.01,0.0,-0.0,-0.03,-0.01,-0.11555268287658696,-0.10890314579010013,-0.6456086825976456,-0.7774890449707139
1777067896.8836982,0.0,-0.08,-0.0,0.0,0.0,-0.08,-0.0,-0.11555268287658696,-0.10894098758697512,-0.6456633416120678,-0.7775405765047593
1777067896.8839169,0.03,-0.04,0.04,0.0,0.03,-0.04,0.04,-0.11554612398147587,-0.10894973278045657,-0.645688603442324,-0.7775643961670822
1777067896.8841436,-0.01,0.07,-0.04,0.0,-0.01,0.07,-0.04,-0.11554839134216313,-0.10893386125564578,-0.6457148024303245,-0.7775890954025344
1777067896.8843718,-0.01,-0.04,-0.0,0.0,-0.01,-0.04,-0.0,-0.11555067300796514,-0.10894298791885379,-0.6457411672322246,-0.7776139525515247
1777067896.8845904,-0.05,0.0,-0.01,0.0,-0.05,0.0,-0.01,-0.11556160449981694,-0.10894298791885379,-0.6457664324469841,-0.7776377707392196
1777067896.8848093,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,-0.11556379318237309,-0.10894298791885379,-0.6457917256928102,-0.7776616149009469
1777067896.886036,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,-0.11557605981826787,-0.10894298791885379,-0.6459334986372045,-0.7777952512975558
1777067897.1102524,-0.01,0.11,-0.01,0.0,-0.01,0.11,-0.01,-0.11781822443008427,-0.08427917718887332,-0.6723502839816223,-0.7966920301581454
1777067897.488875,-0.05,-0.12,-0.01,0.0,-0.05,-0.12,-0.01,-0.13674935102462774,-0.1297138810157776,-0.7241266695010001,-0.84580462820973
1777067897.832302,0.07,0.07,-0.01,0.0,0.07,0.07,-0.01,-0.11270944833755497,-0.10567397832870484,-0.7628341576431212,-0.8820959447179857
